"noun_no","dictionary_stem","stem","gender","noun_type","japanese_translation","english_translation","deponent_singular","deponent_plural","location_name"
"350","κήλη","κήλ","Feminine","1e","ヘルニア","hernia","0","0","0"
"351","κίσσα","κίσσ","Feminine","1a","ジェイ","jay","0","0","0"
"352","κίστη","κίστ","Feminine","1e","嚢胞","cyst","0","0","0"
"353","κίχλη","κίχλ","Feminine","1e","スロットル","throstle","0","0","0"
"354","καδμήα","καδμή","Feminine","1a","カドミウム","cadmium","0","0","0"
"355","καδμία","καδμί","Feminine","1a","カドミウム","cadmium","0","0","0"
"356","καδμεία","καδμεί","Feminine","1a","カドミウム","cadmium","0","0","0"
"357","καθέδρα","καθέδρ","Feminine","1a","椅子","chair","0","0","0"
"358","κακία","κακί","Feminine","1a","邪悪さ","wickedness","0","0","0"
"359","κακκάβη","κακκάβ","Feminine","1e","ゴキブリ","cockroach","0","0","0"
"360","κακκαλία","κακκαλί","Feminine","1a","不運","bad luck","0","0","0"
"361","κακοζηλία","κακοζηλί","Feminine","1a","悪意のある嫉妬","malicious jealousy","0","0","0"
"362","κακοθυμία","κακοθυμί","Feminine","1a","短気","bad temper","0","0","0"
"363","κακοποιία","κακοποιί","Feminine","1a","いたずら","mischief","0","0","0"
"364","κακουργία","κακουργί","Feminine","1a","ゆすり","racketeering","0","0","0"
"365","κακοφωνία","κακοφωνί","Feminine","1a","瓶","jar","0","0","0"
"366","καλάμη","καλάμ","Feminine","1e","葦","reed","0","0","0"
"367","καλαμίνθη","καλαμίνθ","Feminine","1e","カラミント","Calamints","0","0","0"
"368","καλαμογραφία","καλαμογραφί","Feminine","1a","書道","calligraphy","0","0","0"
"369","καλαμοθήκη","καλαμοθήκ","Feminine","1e","ストローバッグ","straw bag","0","0","0"
"370","καλιά","καλι","Feminine","1a","良い","good","0","0","0"
"371","καλοκαγαθία","καλοκαγαθί","Feminine","1a","良さ","goodness","0","0","0"
"372","καλύβη","καλύβ","Feminine","1e","小屋","hut","0","0","0"
"373","καλύπτρα","καλύπτρ","Feminine","1a","フード","hood","0","0","0"
"374","καλύπτρη","καλύπτρ","Feminine","1e","カバー","cover","0","0","0"
"375","καμάρα","καμάρ","Feminine","1a","アーチ","arch","0","0","0"
"376","καμπή","καμπ","Feminine","1e","転換点","turning point","0","0","0"
"377","καναχή","καναχ","Feminine","1e","騒音、鋭い音、金属のカチャカチャという音、歯ぎしり、フルートの音","noise, any sharp sound, ring of clang of metal, gnashing of teeth, sound of flutes","0","0","0"
"378","κανδάκη","κανδάκ","Feminine","1e","キャンディス、古代ヌビアの戦士の女王のいずれか","candace, any one of the ancient Nubian warrior queens","0","0","0"
"379","κανδυτάνη","κανδυτάν","Feminine","1e","チャンディダニ","Candidani","0","0","0"
"380","κανθύλη","κανθύλ","Feminine","1e","カンチュラ","canthula","0","0","0"
"381","καπίθη","καπίθ","Feminine","1e","カピティ","capithi","0","0","0"
"382","καρδία","καρδί","Feminine","1a","心臓","heart","0","0","0"
"383","καροῦχα","καροῦχ","Feminine","1a","フルーツ","fruit","0","0","0"
"384","καρπαία","καρπαί","Feminine","1a","手首","wrist","0","0","0"
"385","καρύκη","καρύκ","Feminine","1e","かりけ","Karike","0","0","0"
"386","κασία","κασί","Feminine","1a","カシア","cassia","0","0","0"
"387","κατάνη","κατάν","Feminine","1e","カタナ","catana","0","0","0"
"388","καταβολή","καταβολ","Feminine","1e","支払い","payment","0","0","0"
"389","καταγραφή","καταγραφ","Feminine","1e","登録","register","0","0","0"
"390","καταθήκη","καταθήκ","Feminine","1e","預り金","deposit","0","0","0"
"391","κατανάγκη","κατανάγκ","Feminine","1e","必要な","necessarily","0","0","0"
"392","καταρροή","καταρρο","Feminine","1e","カタル","catarrh","0","0","0"
"393","κατασκευή","κατασκευ","Feminine","1e","工事","construction","0","0","0"
"394","καταστροφή","καταστροφ","Feminine","1e","破壊","destruction","0","0","0"
"395","κατηγορία","κατηγορί","Feminine","1a","カテゴリー","category","0","0","0"
"396","κατοικία","κατοικί","Feminine","1a","住居","residence","0","0","0"
"397","κατοικεσία","κατοικεσί","Feminine","1a","住居","residence","0","0","0"
"398","καυσία","καυσί","Feminine","1a","燃料","fuel","0","0","0"
"399","καφουρά","καφουρ","Feminine","1a","樟脳","camphor","0","0","0"
"400","κεβλή","κεβλ","Feminine","1e","ケブリ","kevli","0","0","0"
"401","κεδρελάτη","κεδρελάτ","Feminine","1e","ケドレラティ","kedrelati","0","0","0"
"402","κειρία","κειρί","Feminine","1a","ケリア","keria","0","0","0"
"403","κελέβη","κελέβ","Feminine","1e","カップ、ジャー","cup, jar","0","0","0"
"404","κεντρομυρσίνη","κεντρομυρσίν","Feminine","1e","セントロミルシン","centromyrsin","0","0","0"
"405","κεραία","κεραί","Feminine","1a","アンテナ","antenna","0","0","0"
"406","κερατέα","κερατέ","Feminine","1a","角膜","cornea","0","0","0"
"407","κερατία","κερατί","Feminine","1a","ホーン","horn","0","0","0"
"408","κερατωνία","κερατωνί","Feminine","1a","ケラトニア","Keratonia","0","0","0"
"409","κερωνία","κερωνί","Feminine","1a","キャンドル","candle","0","0","0"
"410","κεστροσφενδόνη","κεστροσφενδόν","Feminine","1e","セストロスフェンドン","cestrosphendone","0","0","0"
"411","κεφαλή","κεφαλ","Feminine","1e","頭","head","0","0","0"
"412","κηπαία","κηπαί","Feminine","1a","庭師","gardener","0","0","0"
"413","κιθάρα","κιθάρ","Feminine","1a","ギター","guitar","0","0","0"
"414","κινάρα","κινάρ","Feminine","1a","キナラ","kinara","0","0","0"
"415","κινύρα","κινύρ","Feminine","1a","キニラ","Kinyra","0","0","0"
"416","κλάπαι","κλάπ","Feminine","1a","罰の手段としての木靴、パトン、下駄、ストック","wooden shoes, pattens, clogs, stocks as a means of punishment","1","0","0"
"417","κλήθρα","κλήθρ","Feminine","1a","アルダー","alder","0","0","0"
"418","κλίνη","κλίν","Feminine","1e","ベッド","bed","0","0","0"
"419","κλαγγή","κλαγγ","Feminine","1e","ガチャガチャ","clang","0","0","0"
"420","κλεπτοσύνη","κλεπτοσύν","Feminine","1e","良識","decency","0","0","0"
"421","κλεψύδρα","κλεψύδρ","Feminine","1a","砂時計","hourglass","0","0","0"
"422","κλητική","κλητικ","Feminine","1e","挑発的な","vocative","0","0","0"
"423","κλισία","κλισί","Feminine","1a","スロープ","slope","0","0","0"
"424","κλισίη","κλισί","Feminine","1e","スロープ","slope","0","0","0"
"425","κλοπή","κλοπ","Feminine","1e","盗難","theft","0","0","0"
"426","κνήμη","κνήμ","Feminine","1e","足","leg","0","0","0"
"427","κνίδη","κνίδ","Feminine","1e","イラクサ","nettle","0","0","0"
"428","κνίση","κνίσ","Feminine","1e","蕁麻疹","hives","0","0","0"
"429","κοίτη","κοίτ","Feminine","1e","ベッド","bed","0","0","0"
"430","κοιλία","κοιλί","Feminine","1a","腹","belly","0","0","0"
"431","κοκκυγέα","κοκκυγέ","Feminine","1a","百日咳","whooping cough","0","0","0"
"432","κολλύρα","κολλύρ","Feminine","1a","のり","glue","0","0","0"
"433","κολοιτέα","κολοιτέ","Feminine","1a","ケルン","cologne","0","0","0"
"434","κολοιτία","κολοιτί","Feminine","1a","乾癬性関節炎","psoriatic arthritis","0","0","0"
"435","κολοκασία","κολοκασί","Feminine","1a","コロケーション","collocation","0","0","0"
"436","κολοκύνθη","κολοκύνθ","Feminine","1e","かぼちゃ","pumpkin","0","0","0"
"437","κολυμβήθρα","κολυμβήθρ","Feminine","1a","フォント","font","0","0","0"
"438","κολύβδαινα","κολύβδαιν","Feminine","1a","カニの種類","kind of crab","0","0","0"
"439","κολώνη","κολών","Feminine","1e","桁","column","0","0","0"
"440","κονία","κονί","Feminine","1a","セメント","cement","0","0","0"
"441","κονίη","κονί","Feminine","1e","粉","powder","0","0","0"
"442","κονίλη","κονίλ","Feminine","1e","ウサギ","rabbit","0","0","0"
"443","κονταριοθήκη","κονταριοθήκ","Feminine","1e","ポールホルダー","pole holder","0","0","0"
"444","κοπροθήκη","κοπροθήκ","Feminine","1e","ごみ箱","litter box","0","0","0"
"445","κορδύλη","κορδύλ","Feminine","1e","リボン","ribbon","0","0","0"
"446","κορυφή","κορυφ","Feminine","1e","ピーク","peak","0","0","0"
"447","κορχυρέα","κορχυρέ","Feminine","1a","ヤグルマギク","cornflower","0","0","0"
"448","κορύνη","κορύν","Feminine","1e","大型ハンマー、大槌","sledgehammer","0","0","0"
"449","κορύφαινα","κορύφαιν","Feminine","1a","ピークを迎えていました","I was peaking","0","0","0"
"450","κορώνη","κορών","Feminine","1e","クラウン","crown","0","0","0"
"451","κοσύμβη","κοσύμβ","Feminine","1e","花婿","bridegroom","0","0","0"
"452","κοτύλη","κοτύλ","Feminine","1e","寛骨臼","acetabulum","0","0","0"
"453","κουρά","κουρ","Feminine","1a","疲れた","tired","0","0","0"
"454","κούρη","κούρ","Feminine","1e","くり","kuri","0","0","0"
"455","κράδη","κράδ","Feminine","1e","州","state","0","0","0"
"456","κράμβη","κράμβ","Feminine","1e","カブ","turnip","0","0","0"
"457","κρήνη","κρήν","Feminine","1e","噴水","fountain","0","0","0"
"458","κραδίη","κραδί","Feminine","1e","スパイス","spices","0","0","0"
"459","κραιπάλη","κραιπάλ","Feminine","1e","でたらめ","bullshit","0","0","0"
"460","κρεάγρα","κρεάγρ","Feminine","1a","いいね","cool","0","0","0"
"461","κρεμάθρα","κρεμάθρ","Feminine","1a","ハンガー","hanger","0","0","0"
"462","κρεοθήκη","κρεοθήκ","Feminine","1e","食肉処理場","abattoir","0","0","0"
"463","κρεοστάθμη","κρεοστάθμ","Feminine","1e","しきい値","threshold","0","0","0"
"464","κρησέρα","κρησέρ","Feminine","1a","クレセラ","cressera","0","0","0"
"465","κριγή","κριγ","Feminine","1e","叫び","cry","0","0","0"
"466","κριθή","κριθ","Feminine","1e","大麦","barley","0","0","0"
"467","κρούπεζαι","κρούπεζ","Feminine","1a","クループ","croup","1","0","0"
"468","κρόκη","κρόκ","Feminine","1e","よこ糸","weft","0","0","0"
"469","κυμινοθήκη","κυμινοθήκ","Feminine","1e","収納ケース","storage case","0","0","0"
"470","κυνάγχη","κυνάγχ","Feminine","1e","狭心症","angina","0","0","0"
"471","κυνέη","κυνέ","Feminine","1e","障害","fault","0","0","0"
"472","κυνοδέσμη","κυνοδέσμ","Feminine","1e","犬用ハーネス","canine harness","0","0","0"
"473","κυνοκράμβη","κυνοκράμβ","Feminine","1e","セイヨウワサビ","horseradish","0","0","0"
"474","κυνοχάλκη","κυνοχάλκ","Feminine","1e","犬の銅","dog copper","0","0","0"
"475","κυνόμυια","κυνόμυι","Feminine","1a","犬歯","canines","0","0","0"
"476","κυρία","κυρί","Feminine","1a","レディ","Lady","0","0","0"
"477","κυρβασία","κυρβασί","Feminine","1a","曲率","curvature","0","0","0"
"478","κυσήγη","κυσήγ","Feminine","1e","追跡","chase","0","0","0"
"479","κυψέλη","κυψέλ","Feminine","1e","ハイブ","hive","0","0","0"
"480","κωμῳδία","κωμῳδί","Feminine","1a","コメディ","comedy","0","0","0"
"481","κόγχη","κόγχ","Feminine","1e","適所","niche","0","0","0"
"482","κόλλα","κόλλ","Feminine","1a","のり","glue","0","0","0"
"483","κόμη","κόμ","Feminine","1e","髪","hair","0","0","0"
"484","κόνυζα","κόνυζ","Feminine","1a","ほこり","dust","0","0","0"
"485","κόρη","κόρ","Feminine","1e","娘","daughter","0","0","0"
"486","κόρση","κόρσ","Feminine","1e","人種","race","0","0","0"
"487","κόρυζα","κόρυζ","Feminine","1a","鼻汁","coryza","0","0","0"
"488","κύμβη","κύμβ","Feminine","1e","バブル","bubble","0","0","0"
"489","κώδεια","κώδει","Feminine","1a","コード","code","0","0","0"
"490","κώμη","κώμ","Feminine","1e","伯爵","earl","0","0","0"
"491","κώπη","κώπ","Feminine","1e","オール","oar","0","0","0"
"492","λάλη","λάλ","Feminine","1e","せせらぎ","babble","0","0","0"
"493","λάμια","λάμι","Feminine","1a","グール","ghoul","0","0","0"
"494","λάμπη","λάμπ","Feminine","1e","ランプ","lamp","0","0","0"
"495","λάσθη","λάσθ","Feminine","1e","間違い","mistakes","0","0","0"
"496","λάχνη","λάχν","Feminine","1e","絨毛","villi","0","0","0"
"497","λέαινα","λέαιν","Feminine","1a","雌ライオン","lioness","0","0","0"
"498","λέμνα","λέμν","Feminine","1a","湖","lake","0","0","0"
"499","λέπρα","λέπρ","Feminine","1a","ハンセン病","leprosy","0","0","0"
"500","λέσχη","λέσχ","Feminine","1e","クラブ","club","0","0","0"
"501","λήθη","λήθ","Feminine","1e","忘却","oblivion","0","0","0"
"502","λήμη","λήμ","Feminine","1e","エントリ","entry","0","0","0"
"503","λίμνη","λίμν","Feminine","1e","湖","Lake","0","0","0"
"504","λίτρα","λίτρ","Feminine","1a","リットル","liter","0","0","0"
"505","λαβή","λαβ","Feminine","1e","柄、柄、握り、握り、","handle, haft, grip, hold, ","0","0","0"
"506","λαβροσύνη","λαβροσύν","Feminine","1e","可愛さ","cuteness","0","0","0"
"507","λαγκία","λαγκί","Feminine","1a","弱点","weakness","0","0","0"
"508","λαγνεία","λαγνεί","Feminine","1a","欲望","lust","0","0","0"
"509","λαθιφροσύνη","λαθιφροσύν","Feminine","1e","可愛さ","cuteness","0","0","0"
"510","λαλαγή","λαλαγ","Feminine","1e","遠吠え","howl","0","0","0"
"511","λαλιά","λαλι","Feminine","1a","スピーチ","speech","0","0","0"
"512","λαλιή","λαλι","Feminine","1e","ラリア","lalia","0","0","0"
