"noun_no","dictionary_stem","weak_stem","strong_stem","japanese_translation","english_translation","gender","noun_type","deponent_singular","deponent_plural","location_name"
"391","balsamowanie","balsamowanie","balsamowani-","防腐処理","embalming","Neuter","2e","0","0","0"
"392","balwierstwo","balwierstwo","balwierstw-","梱包","baling","Neuter","2o","0","0","0"
"393","banalizowanie","banalizowanie","banalizowani-","些細なこと","trivializing","Neuter","2e","0","0","0"
"394","bandażowanie","bandażowanie","bandażowani-","バンデージ","bandaging","Neuter","2e","0","0","0"
"395","banderolowanie","banderolowanie","banderolowani-","バンディング","banding","Neuter","2e","0","0","0"
"396","bandurzenie","bandurzenie","bandurzeni-","包帯","bandage","Neuter","2e","0","0","0"
"397","bandyctwo","bandyctwo","bandyctw-","盗賊","banditry","Neuter","2o","0","0","0"
"398","banglanie","banglanie","banglani-","バングル","bangling","Neuter","2e","0","0","0"
"399","banie","banie","bani-","カボチャ","pumpkins","Neuter","2e","0","0","0"
"400","banitowanie","banitowanie","banitowani-","非合法化","outlawing","Neuter","2e","0","0","0"
"401","bankierstwo","bankierstwo","bankierstw-","銀行業務","banking business","Neuter","2o","0","0","0"
"402","bankietowanie","bankietowanie","bankietowani-","宴会","banqueting","Neuter","2e","0","0","0"
"403","bankructwo","bankructwo","bankructw-","倒産","bankruptcy","Neuter","2o","0","0","0"
"404","bankrutowanie","bankrutowanie","bankrutowani-","倒産","bankruptcy","Neuter","2e","0","0","0"
"405","banowanie","banowanie","banowani-","禁止","banning","Neuter","2e","0","0","0"
"406","baptysterium","baptysterium","baptysteri-","洗礼堂","baptistery","Neuter","2um","0","0","0"
"407","barachło","barachło","barachł-","くだらない","crap","Neuter","2o","0","0","0"
"408","baranisko","baranisko","baranisk-","子羊","lamb","Neuter","2o","0","0","0"
"409","baraszkowanie","baraszkowanie","baraszkowani-","戯れる","frolicking","Neuter","2e","0","0","0"
"410","barbarzyństwo","barbarzyństwo","barbarzyństw-","野蛮人","barbarity","Neuter","2o","0","0","0"
"411","baronostwo","baronostwo","baronostw-","バロニズム","baronism","Neuter","2o","0","0","0"
"412","baroństwo","baroństwo","baroństw-","バロニー","barony","Neuter","2o","0","0","0"
"413","bartnictwo","bartnictwo","bartnictw-","養蜂","beekeeping","Neuter","2o","0","0","0"
"414","barwiarstwo","barwiarstwo","barwiarstw-","染色","dyeing","Neuter","2o","0","0","0"
"415","barwidło","barwidło","barwidł-","染料","dye","Neuter","2o","0","0","0"
"416","barwienie","barwienie","barwieni-","染色","staining","Neuter","2e","0","0","0"
"417","barycentrum","barycentrum","barycentr-","バリーセンター","barycenter","Neuter","2um","0","0","0"
"418","barykadowanie","barykadowanie","barykadowani-","バリケード","barricading","Neuter","2e","0","0","0"
"419","barłożenie","barłożenie","barłożeni-","折りたたみ","folding","Neuter","2e","0","0","0"
"420","basowanie","basowanie","basowani-","ベース","bass","Neuter","2e","0","0","0"
"421","bastowanie","bastowanie","bastowani-","いじめ","bullying","Neuter","2e","0","0","0"
"422","batikowanie","batikowanie","batikowani-","バティキング","batiking","Neuter","2e","0","0","0"
"423","batożenie","batożenie","batożeni-","ホイップ","whipping","Neuter","2e","0","0","0"
"424","bawidamkostwo","bawidamkostwo","bawidamkostw-","遊び心","playfulness","Neuter","2o","0","0","0"
"425","bawidełko","bawidełko","bawidełk-","安物の宝石","bauble","Neuter","2o","0","0","0"
"426","bawidło","bawidło","bawidł-","遊び道具","a plaything","Neuter","2o","0","0","0"
"427","bawienie","bawienie","bawieni-","面白い","amusing","Neuter","2e","0","0","0"
"428","bawolątko","bawolątko","bawolątk-","バッファロー","buffalo","Neuter","2o","0","0","0"
"429","bawolę","bawolę","bawol-","バッファロー","buffalo","Neuter","3con","0","0","0"
"430","bazgranie","bazgranie","bazgrani-","走り書き","scribbling","Neuter","2e","0","0","0"
"431","bazgrolenie","bazgrolenie","bazgroleni-","走り書き","scribbling","Neuter","2e","0","0","0"
"432","bazowanie","bazowanie","bazowani-","ホーミング","homing","Neuter","2e","0","0","0"
"433","bałaganiarstwo","bałaganiarstwo","bałaganiarstw-","乱雑","untidiness","Neuter","2o","0","0","0"
"434","bałaganienie","bałaganienie","bałaganieni-","乱雑","untidiness","Neuter","2e","0","0","0"
"435","bałakanie","bałakanie","bałakani-","混乱","mess","Neuter","2e","0","0","0"
"436","bałamucenie","bałamucenie","bałamuceni-","錯乱","confusion","Neuter","2e","0","0","0"
"437","bałamuctwo","bałamuctwo","bałamuctw-","浮気","flirtation","Neuter","2o","0","0","0"
"438","bałwanenie","bałwanenie","bałwaneni-","雪だるま","snowmen","Neuter","2e","0","0","0"
"439","bałwanienie","bałwanienie","bałwanieni-","雪だるま","snowmen","Neuter","2e","0","0","0"
"440","bałwaństwo","bałwaństwo","bałwaństw-","愚かさ","stupidity","Neuter","2o","0","0","0"
"441","bałwochwalstwo","bałwochwalstwo","bałwochwalstw-","イドラトリー","idolatry","Neuter","2o","0","0","0"
"442","bałykowanie","bałykowanie","bałykowani-","バランス","balancing","Neuter","2e","0","0","0"
"443","beatyfikowanie","beatyfikowanie","beatyfikowani-","ビート化","beatification","Neuter","2e","0","0","0"
"444","bebeszenie","bebeszenie","bebeszeni-","ガッティング","gutting","Neuter","2e","0","0","0"
"445","becikowe","becikowe","becikow-","ベビーシャワー","baby shower","Neuter","2e","0","0","0"
"446","beczenie","beczenie","beczeni-","bleat","bleat","Neuter","2e","0","0","0"
"447","beczkowanie","beczkowanie","beczkowani-","バレル","barreling","Neuter","2e","0","0","0"
"448","bednarstwo","bednarstwo","bednarstw-","協力","cooperage","Neuter","2o","0","0","0"
"449","bejcowanie","bejcowanie","bejcowani-","染色","staining","Neuter","2e","0","0","0"
"450","bekanie","bekanie","bekani-","ベルチング","belching","Neuter","2e","0","0","0"
"451","beknięcie","beknięcie","beknięci-","支払い","pay","Neuter","2e","0","0","0"
"452","bekowisko","bekowisko","bekowisk-","わだち掘れ","rut","Neuter","2o","0","0","0"
"453","beletryzowanie","beletryzowanie","beletryzowani-","架空化","fictionalization","Neuter","2e","0","0","0"
"454","belferstwo","belferstwo","belferstw-","フィクション","fiction","Neuter","2o","0","0","0"
"455","belfrowanie","belfrowanie","belfrowani-","教える","teaching","Neuter","2e","0","0","0"
"456","belkowanie","belkowanie","belkowani-","エンタブラチュア","entablature","Neuter","2e","0","0","0"
"457","belowanie","belowanie","belowani-","梱包","baling","Neuter","2e","0","0","0"
"458","beneficjum","beneficjum","beneficj-","恩恵","benefice","Neuter","2um","0","0","0"
"459","berło","berło","berł-","笏","scepter","Neuter","2o","0","0","0"
"460","besserwisserstwo","besserwisserstwo","besserwisserstw-","besserwisserstwo","besserwisserstwo","Neuter","2o","0","0","0"
"461","bestialstwo","bestialstwo","bestialstw-","獣姦","bestiality","Neuter","2o","0","0","0"
"462","bestiarium","bestiarium","bestiari-","獣医","bestiary","Neuter","2um","0","0","0"
"463","besztanie","besztanie","besztani-","叱る","scolding","Neuter","2e","0","0","0"
"464","betonowanie","betonowanie","betonowani-","コンクリート","concreting","Neuter","2e","0","0","0"
"465","bezbożnictwo","bezbożnictwo","bezbożnictw-","神のない","godlessness","Neuter","2o","0","0","0"
"466","bezbrzeże","bezbrzeże","bezbrzeż-","広大さ","immensity","Neuter","2e","0","0","0"
"467","bezczeszczenie","bezczeszczenie","bezczeszczeni-","冒涜","desecration","Neuter","2e","0","0","0"
"468","bezdroże","bezdroże","bezdroż-","荒野","wilderness","Neuter","2e","0","0","0"
"469","bezeceństwo","bezeceństwo","bezeceństw-","邪悪","wickedness","Neuter","2o","0","0","0"
"470","bezguście","bezguście","bezguści-","無味","tasteless","Neuter","2e","0","0","0"
"471","bezhołowie","bezhołowie","bezhołowi-","ヘッドレス","headless","Neuter","2e","0","0","0"
"473","bezkrólewie","bezkrólewie","bezkrólewi-","インターレグナム","interregnum","Neuter","2e","0","0","0"
"474","bezlesie","bezlesie","bezlesi-","森のない","forestless","Neuter","2e","0","0","0"
"475","bezludzie","bezludzie","bezludzi-","荒野","wilderness","Neuter","2e","0","0","0"
"476","bezmózgowie","bezmózgowie","bezmózgowi-","無脳症","anencephaly","Neuter","2e","0","0","0"
"477","bezpieczeństwo","bezpieczeństwo","bezpieczeństw-","安全","security","Neuter","2o","0","0","0"
"479","bezprawie","bezprawie","bezprawi-","無法","lawlessness","Neuter","2e","0","0","0"
"480","bezrobocie","bezrobocie","bezroboci-","失業","unemployment","Neuter","2e","0","0","0"
"481","bezrybie","bezrybie","bezrybi-","フィッシュレス","fishless","Neuter","2e","0","0","0"
"482","bezsilnienie","bezsilnienie","bezsilnieni-","無力","powerlessness","Neuter","2e","0","0","0"
"483","beztalencie","beztalencie","beztalenci-","才能のない","talentless","Neuter","2e","0","0","0"
"484","bezwodzie","bezwodzie","bezwodzi-","無水","anhydrous","Neuter","2e","0","0","0"
"485","bezzębie","bezzębie","bezzębi-","歯のない","toothlessness","Neuter","2e","0","0","0"
"486","bezżeństwo","bezżeństwo","bezżeństw-","神のない","godlessness","Neuter","2o","0","0","0"
"487","bełkotanie","bełkotanie","bełkotani-","ぎこちない","gibberish","Neuter","2e","0","0","0"
"488","bełtanie","bełtanie","bełtani-","ぎこちない","gibberish","Neuter","2e","0","0","0"
"489","biadanie","biadanie","biadani-","嘆き","lamentation","Neuter","2e","0","0","0"
"490","biadolenie","biadolenie","biadoleni-","嘆き","lamentations","Neuter","2e","0","0","0"
"498","białko","białko","białk-","タンパク質","protein","Neuter","2o","0","0","0"
"499","białoskórnictwo","białoskórnictwo","białoskórnictw-","ホワイトレザー","white leather","Neuter","2o","0","0","0"
"500","bibliofilstwo","bibliofilstwo","bibliofilstw-","愛書家","bibliophilia","Neuter","2o","0","0","0"
"501","bibliotekarstwo","bibliotekarstwo","bibliotekarstw-","図書館員","librarianship","Neuter","2o","0","0","0"
"502","bibliotekoznawstwo","bibliotekoznawstwo","bibliotekoznawstw-","図書館科学","library science","Neuter","2o","0","0","0"
"503","biblioznawstwo","biblioznawstwo","biblioznawstw-","書誌","bibliography","Neuter","2o","0","0","0"
"504","bicie","bicie","bici-","殴る","beating","Neuter","2e","0","0","0"
"507","biczowanie","biczowanie","biczowani-","ホイップ","whipping","Neuter","2e","0","0","0"
"508","biczysko","biczysko","biczysk-","作物","crop","Neuter","2o","0","0","0"
"509","bidactwo","bidactwo","bidactw-","入札","bidding","Neuter","2o","0","0","0"
"510","bidaczysko","bidaczysko","bidaczysk-","bidaczysko","bidaczysko","Neuter","2o","0","0","0"
"511","bidło","bidło","bidł-","ウォーターボトル","water bottle","Neuter","2o","0","0","0"
"512","biedactwo","biedactwo","biedactw-","悪いこと","Poor thing","Neuter","2o","0","0","0"
"513","biedaczysko","biedaczysko","biedaczysk-","かわいそうな仲間","Poor fellow","Neuter","2o","0","0","0"
"514","biedaszybikarstwo","biedaszybikarstwo","biedaszybikarstw-","滑りが悪い","poor gliding","Neuter","2o","0","0","0"
"515","biednienie","biednienie","biednieni-","貧しさ","poorness","Neuter","2e","0","0","0"
"516","biedowanie","biedowanie","biedowani-","貧しい","poor","Neuter","2e","0","0","0"
"517","biedzenie","biedzenie","biedzeni-","ランニング","running","Neuter","2e","0","0","0"
"518","bieganie","bieganie","biegani-","ランニング","running","Neuter","2e","0","0","0"
"519","biegnięcie","biegnięcie","biegnięci-","ランニング","running","Neuter","2e","0","0","0"
"520","bielactwo","bielactwo","bielactw-","白皮症","albinism","Neuter","2o","0","0","0"
"521","bielenie","bielenie","bieleni-","ホワイトニング","whitening","Neuter","2e","0","0","0"
"522","bielicowanie","bielicowanie","bielicowani-","漂白","bleaching","Neuter","2e","0","0","0"
"523","bielidło","bielidło","bielidł-","ホワイトニング","whitening","Neuter","2o","0","0","0"
"524","bieliźniarstwo","bieliźniarstwo","bieliźniarstw-","リネン作り","linen making","Neuter","2o","0","0","0"
"525","bielmo","bielmo","bielm-","胚乳","endosperm","Neuter","2o","0","0","0"
"527","bierwiono","bierwiono","bierwion-","ログ","log","Neuter","2o","0","0","0"
"528","bierzmowanie","bierzmowanie","bierzmowani-","確認","confirmation","Neuter","2e","0","0","0"
"529","biesiadowanie","biesiadowanie","biesiadowani-","饗宴","feasting","Neuter","2e","0","0","0"
"530","biesisko","biesisko","biesisk-","おとぎ話","fairy tale","Neuter","2o","0","0","0"
"531","bieszenie","bieszenie","bieszeni-","ランニング","running","Neuter","2e","0","0","0"
"532","bieżnikowanie","bieżnikowanie","bieżnikowani-","リトレッド","retreading","Neuter","2e","0","0","0"
"533","bigosowanie","bigosowanie","bigosowani-","ビゴサイジング","bigosizing","Neuter","2e","0","0","0"
"534","bigowanie","bigowanie","bigowani-","しわ","creasing","Neuter","2e","0","0","0"
"535","bijanie","bijanie","bijani-","ヒッティング","hitting","Neuter","2e","0","0","0"
"536","bikiniarstwo","bikiniarstwo","bikiniarstw-","自転車","bicycling","Neuter","2o","0","0","0"
"537","bilansowanie","bilansowanie","bilansowani-","バランス","balancing","Neuter","2e","0","0","0"
"538","bilansoznawstwo","bilansoznawstwo","bilansoznawstw-","会計","accountancy","Neuter","2o","0","0","0"
"539","biletowanie","biletowanie","biletowani-","発券業務","ticketing","Neuter","2e","0","0","0"
"540","bimbrownictwo","bimbrownictwo","bimbrownictw-","月光","moonshining","Neuter","2o","0","0","0"
"541","bingo","bingo","bing-","ビンゴ","bingo","Neuter","2o","0","0","0"
"542","biodro","biodro","biodr-","ヒップ","hip","Neuter","2o","0","0","0"
"543","biopaliwo","biopaliwo","biopaliw-","バイオ燃料","biofuel","Neuter","2o","0","0","0"
"544","biurko","biurko","biurk-","デスク","desk","Neuter","2o","0","0","0"
"545","biuro","biuro","biur-","オフィス","office","Neuter","2o","0","0","0"
"547","blagierstwo","blagierstwo","blagierstw-","自慢する","bragging","Neuter","2o","0","0","0"
"548","blazonowanie","blazonowanie","blazonowani-","燃える","blazing","Neuter","2e","0","0","0"
"549","bliźnię","bliźnię","bliźni-","ツイン","a twin","Neuter","3con","0","0","0"
"550","blokowisko","blokowisko","blokowisk-","ブロック住宅団地","block housing estate","Neuter","2o","0","0","0"
"551","bluźnierstwo","bluźnierstwo","bluźnierstw-","冒涜","blasphemy","Neuter","2o","0","0","0"
"553","bocianię","bocianię","bociani-","コウノトリ","stork","Neuter","3n","0","0","0"
"555","bogactwo","bogactwo","bogactw-","富","wealth","Neuter","2o","0","0","0"
"556","bohaterstwo","bohaterstwo","bohaterstw-","ヒロイズム","heroism","Neuter","2o","0","0","0"
"557","boisko","boisko","boisk-","裁判所","court","Neuter","2o","0","0","0"
"558","bolenie","bolenie","boleni-","asps","asps","Neuter","2e","0","0","0"
"559","borowanie","borowanie","borowani-","掘削","drilling","Neuter","2e","0","0","0"
"560","bożyszcze","bożyszcze","bożyszcz-","アイドル","idol","Neuter","2e","0","0","0"
"561","bożątko","bożątko","bożątk-","アイドル","the idol","Neuter","2o","0","0","0"
"562","bożę","bożę","boż-","神","God","Neuter","3con","0","0","0"
"563","bractwo","bractwo","bractw-","兄弟愛","brotherhood","Neuter","2o","0","0","0"
"564","branie","branie","brani-","取る","taking","Neuter","2e","0","0","0"
"565","braterstwo","braterstwo","braterstw-","兄弟愛","brotherhood","Neuter","2o","0","0","0"
